event_id,session_id,user_id,event_type,event_timestamp,event_step,product_id,product_name,category,subcategory,brand,region,device_type,traffic_source,page_type,search_keyword,event_date
EVT0027247,S006373,U00187,view,2026-04-21 08:36:12,3,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,Dell,Pune,mobile,paid_ads,product_page,,2026-04-21
EVT0027248,S006373,U00187,view,2026-04-21 08:38:24,4,P122,Dell Book 32GB RAM 256GB SSD,Electronics,Laptop,Dell,Pune,mobile,paid_ads,product_page,,2026-04-21
EVT0027249,S006373,U00187,add_to_cart,2026-04-21 08:39:53,5,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,Dell,Pune,mobile,paid_ads,cart,,2026-04-21
EVT0027250,S006373,U00187,checkout_start,2026-04-21 08:40:24,6,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,Dell,Pune,mobile,paid_ads,checkout,,2026-04-21
EVT0027251,S006373,U00187,purchase,2026-04-21 08:41:03,7,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,Dell,Pune,mobile,paid_ads,confirmation,,2026-04-21
EVT0027239,S006372,U00422,visit,2026-04-21 09:40:15,1,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,Kolkata,mobile,organic_search,landing_page,,2026-04-21
EVT0027240,S006372,U00422,search,2026-04-21 09:41:09,2,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,Kolkata,mobile,organic_search,search_results,kitchen mixer,2026-04-21
EVT0027241,S006372,U00422,view,2026-04-21 09:43:55,3,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,Kolkata,mobile,organic_search,product_page,,2026-04-21
EVT0027242,S006372,U00422,add_to_cart,2026-04-21 09:46:10,4,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,Kolkata,mobile,organic_search,cart,,2026-04-21
EVT0027243,S006372,U00422,checkout_start,2026-04-21 09:46:54,5,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,Kolkata,mobile,organic_search,checkout,,2026-04-21
EVT0027244,S006372,U00422,checkout_abandon,2026-04-21 09:47:22,6,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,Kolkata,mobile,organic_search,checkout,,2026-04-21
EVT0027252,S006374,U00819,visit,2026-04-21 09:49:25,1,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Ahmedabad,desktop,paid_ads,landing_page,,2026-04-21
EVT0027253,S006374,U00819,search,2026-04-21 09:50:45,2,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Ahmedabad,desktop,paid_ads,search_results,dumbbells,2026-04-21
EVT0027254,S006374,U00819,view,2026-04-21 09:52:04,3,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Ahmedabad,desktop,paid_ads,product_page,,2026-04-21
EVT0027364,S006399,U00784,visit,2026-04-21 10:01:48,1,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Mumbai,desktop,direct,landing_page,,2026-04-21
EVT0027365,S006399,U00784,view,2026-04-21 10:03:26,2,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Mumbai,desktop,direct,product_page,,2026-04-21
EVT0027501,S006429,U00593,visit,2026-04-21 10:04:54,1,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,Kolkata,mobile,referral,landing_page,,2026-04-21
EVT0027366,S006399,U00784,add_to_cart,2026-04-21 10:04:55,3,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Mumbai,desktop,direct,cart,,2026-04-21
EVT0027502,S006429,U00593,view,2026-04-21 10:06:28,2,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,Kolkata,mobile,referral,product_page,,2026-04-21
EVT0027367,S006399,U00784,checkout_start,2026-04-21 10:06:31,4,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Mumbai,desktop,direct,checkout,,2026-04-21
EVT0027368,S006399,U00784,purchase,2026-04-21 10:07:20,5,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Mumbai,desktop,direct,confirmation,,2026-04-21
EVT0027503,S006429,U00593,view,2026-04-21 10:07:59,3,P082,H&M Green Denim Jacket,Clothing,Jackets,H&M,Kolkata,mobile,referral,product_page,,2026-04-21
EVT0027308,S006387,U00842,visit,2026-04-21 11:16:23,1,P015,Nike Dumbbells,Sports,Equipment,Nike,Chennai,tablet,paid_ads,landing_page,,2026-04-21
EVT0027309,S006387,U00842,view,2026-04-21 11:17:56,2,P015,Nike Dumbbells,Sports,Equipment,Nike,Chennai,tablet,paid_ads,product_page,,2026-04-21
EVT0027310,S006387,U00842,view,2026-04-21 11:19:32,3,P020,Puma Yoga Mat,Sports,Equipment,Puma,Chennai,tablet,paid_ads,product_page,,2026-04-21
EVT0027391,S006405,U00627,visit,2026-04-21 11:55:09,1,P081,Adidas Dumbbells,Sports,Equipment,Adidas,Kolkata,desktop,organic_search,landing_page,,2026-04-21
EVT0027392,S006405,U00627,search,2026-04-21 11:55:35,2,P081,Adidas Dumbbells,Sports,Equipment,Adidas,Kolkata,desktop,organic_search,search_results,sports t-shirt,2026-04-21
EVT0027393,S006405,U00627,view,2026-04-21 11:57:23,3,P081,Adidas Dumbbells,Sports,Equipment,Adidas,Kolkata,desktop,organic_search,product_page,,2026-04-21
EVT0027394,S006405,U00627,view,2026-04-21 11:59:37,4,P045,Puma Running Shoes Size 10,Sports,Shoes,Puma,Kolkata,desktop,organic_search,product_page,,2026-04-21
EVT0027272,S006379,U00367,visit,2026-04-21 12:11:34,1,P082,H&M Green Denim Jacket,Clothing,Jackets,H&M,Chennai,mobile,organic_search,landing_page,,2026-04-21
EVT0027273,S006379,U00367,search,2026-04-21 12:12:53,2,P082,H&M Green Denim Jacket,Clothing,Jackets,H&M,Chennai,mobile,organic_search,search_results,winter jacket,2026-04-21
EVT0027405,S006409,U00389,visit,2026-04-21 12:13:39,1,P090,Zara Red Polyester Shirt,Clothing,Shirts,Zara,Kolkata,mobile,direct,landing_page,,2026-04-21
EVT0027406,S006409,U00389,search,2026-04-21 12:15:06,2,P090,Zara Red Polyester Shirt,Clothing,Shirts,Zara,Kolkata,mobile,direct,search_results,cotton shirt,2026-04-21
EVT0027274,S006379,U00367,view,2026-04-21 12:15:44,3,P082,H&M Green Denim Jacket,Clothing,Jackets,H&M,Chennai,mobile,organic_search,product_page,,2026-04-21
EVT0027275,S006379,U00367,view,2026-04-21 12:16:43,4,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,Zara,Chennai,mobile,organic_search,product_page,,2026-04-21
EVT0027407,S006409,U00389,view,2026-04-21 12:17:39,3,P090,Zara Red Polyester Shirt,Clothing,Shirts,Zara,Kolkata,mobile,direct,product_page,,2026-04-21
EVT0027408,S006409,U00389,add_to_cart,2026-04-21 12:19:22,4,P090,Zara Red Polyester Shirt,Clothing,Shirts,Zara,Kolkata,mobile,direct,cart,,2026-04-21
EVT0027409,S006409,U00389,checkout_start,2026-04-21 12:20:36,5,P090,Zara Red Polyester Shirt,Clothing,Shirts,Zara,Kolkata,mobile,direct,checkout,,2026-04-21
EVT0027410,S006409,U00389,checkout_abandon,2026-04-21 12:22:13,6,P090,Zara Red Polyester Shirt,Clothing,Shirts,Zara,Kolkata,mobile,direct,checkout,,2026-04-21
EVT0027324,S006391,U00051,visit,2026-04-21 12:25:41,1,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,Pune,desktop,direct,landing_page,,2026-04-21
EVT0027369,S006400,U00515,visit,2026-04-21 12:26:48,1,P092,UrbanCo Wooden Chair Small,Home,Furniture,UrbanCo,Ahmedabad,mobile,direct,landing_page,,2026-04-21
EVT0027370,S006400,U00515,view,2026-04-21 12:28:27,2,P092,UrbanCo Wooden Chair Small,Home,Furniture,UrbanCo,Ahmedabad,mobile,direct,product_page,,2026-04-21
EVT0027325,S006391,U00051,view,2026-04-21 12:28:34,2,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,Pune,desktop,direct,product_page,,2026-04-21
EVT0027371,S006400,U00515,add_to_cart,2026-04-21 12:29:53,3,P092,UrbanCo Wooden Chair Small,Home,Furniture,UrbanCo,Ahmedabad,mobile,direct,cart,,2026-04-21
EVT0027326,S006391,U00051,add_to_cart,2026-04-21 12:30:07,3,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,Pune,desktop,direct,cart,,2026-04-21
EVT0027327,S006391,U00051,checkout_start,2026-04-21 12:30:58,4,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,Pune,desktop,direct,checkout,,2026-04-21
EVT0027328,S006391,U00051,checkout_abandon,2026-04-21 12:31:27,5,P155,Adidas Sports T-Shirt,Sports,Activewear,Adidas,Pune,desktop,direct,checkout,,2026-04-21
EVT0027372,S006400,U00515,checkout_start,2026-04-21 12:31:48,4,P092,UrbanCo Wooden Chair Small,Home,Furniture,UrbanCo,Ahmedabad,mobile,direct,checkout,,2026-04-21
EVT0027373,S006400,U00515,checkout_abandon,2026-04-21 12:33:33,5,P092,UrbanCo Wooden Chair Small,Home,Furniture,UrbanCo,Ahmedabad,mobile,direct,checkout,,2026-04-21
EVT0027255,S006375,U00257,visit,2026-04-21 12:47:49,1,P070,H&M Black Cotton T-Shirt,Clothing,T-Shirts,H&M,Delhi,mobile,social,landing_page,,2026-04-21
EVT0027256,S006375,U00257,search,2026-04-21 12:48:35,2,P070,H&M Black Cotton T-Shirt,Clothing,T-Shirts,H&M,Delhi,mobile,social,search_results,graphic t-shirt,2026-04-21
EVT0027257,S006375,U00257,view,2026-04-21 12:50:44,3,P070,H&M Black Cotton T-Shirt,Clothing,T-Shirts,H&M,Delhi,mobile,social,product_page,,2026-04-21
EVT0027444,S006416,U00153,visit,2026-04-21 14:09:45,1,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,Kolkata,mobile,email,landing_page,,2026-04-21
EVT0027445,S006416,U00153,view,2026-04-21 14:12:41,2,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,Kolkata,mobile,email,product_page,,2026-04-21
EVT0027446,S006416,U00153,view,2026-04-21 14:13:19,3,P067,Boat Wireless Earbuds,Electronics,Headphones,Boat,Kolkata,mobile,email,product_page,,2026-04-21
EVT0027447,S006416,U00153,add_to_cart,2026-04-21 14:15:15,4,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,Kolkata,mobile,email,cart,,2026-04-21
EVT0027448,S006416,U00153,checkout_start,2026-04-21 14:16:44,5,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,Kolkata,mobile,email,checkout,,2026-04-21
EVT0027449,S006416,U00153,checkout_abandon,2026-04-21 14:18:00,6,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,Kolkata,mobile,email,checkout,,2026-04-21
EVT0027258,S006376,U00320,visit,2026-04-21 14:23:56,1,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Bengaluru,tablet,organic_search,landing_page,,2026-04-21
EVT0027259,S006376,U00320,search,2026-04-21 14:24:43,2,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Bengaluru,tablet,organic_search,search_results,cotton shirt,2026-04-21
EVT0027260,S006376,U00320,view,2026-04-21 14:26:13,3,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Bengaluru,tablet,organic_search,product_page,,2026-04-21
EVT0027261,S006376,U00320,add_to_cart,2026-04-21 14:28:06,4,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Bengaluru,tablet,organic_search,cart,,2026-04-21
EVT0027262,S006376,U00320,checkout_start,2026-04-21 14:28:27,5,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Bengaluru,tablet,organic_search,checkout,,2026-04-21
EVT0027263,S006376,U00320,checkout_abandon,2026-04-21 14:29:08,6,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,Bengaluru,tablet,organic_search,checkout,,2026-04-21
EVT0027329,S006392,U00273,visit,2026-04-21 14:38:41,1,P079,Boat Charger,Electronics,Accessories,Boat,Pune,mobile,paid_ads,landing_page,,2026-04-21
EVT0027330,S006392,U00273,search,2026-04-21 14:39:40,2,P079,Boat Charger,Electronics,Accessories,Boat,Pune,mobile,paid_ads,search_results,wireless earbuds,2026-04-21
EVT0027331,S006392,U00273,view,2026-04-21 14:41:39,3,P079,Boat Charger,Electronics,Accessories,Boat,Pune,mobile,paid_ads,product_page,,2026-04-21
EVT0027386,S006404,U00332,visit,2026-04-21 14:41:58,1,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,Bengaluru,mobile,paid_ads,landing_page,,2026-04-21
EVT0027387,S006404,U00332,view,2026-04-21 14:43:09,2,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,Bengaluru,mobile,paid_ads,product_page,,2026-04-21
EVT0027332,S006392,U00273,add_to_cart,2026-04-21 14:44:02,4,P079,Boat Charger,Electronics,Accessories,Boat,Pune,mobile,paid_ads,cart,,2026-04-21
EVT0027388,S006404,U00332,add_to_cart,2026-04-21 14:44:10,3,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,Bengaluru,mobile,paid_ads,cart,,2026-04-21
EVT0027389,S006404,U00332,checkout_start,2026-04-21 14:44:41,4,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,Bengaluru,mobile,paid_ads,checkout,,2026-04-21
EVT0027390,S006404,U00332,purchase,2026-04-21 14:45:15,5,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,Bengaluru,mobile,paid_ads,confirmation,,2026-04-21
EVT0027333,S006392,U00273,checkout_start,2026-04-21 14:45:41,5,P079,Boat Charger,Electronics,Accessories,Boat,Pune,mobile,paid_ads,checkout,,2026-04-21
EVT0027334,S006392,U00273,checkout_abandon,2026-04-21 14:46:19,6,P079,Boat Charger,Electronics,Accessories,Boat,Pune,mobile,paid_ads,checkout,,2026-04-21
EVT0027403,S006408,U00051,visit,2026-04-21 15:02:05,1,P188,Adidas Sneakers Size 8,Sports,Shoes,Adidas,Pune,mobile,paid_ads,landing_page,,2026-04-21
EVT0027404,S006408,U00051,view,2026-04-21 15:03:57,2,P188,Adidas Sneakers Size 8,Sports,Shoes,Adidas,Pune,mobile,paid_ads,product_page,,2026-04-21
EVT0027437,S006415,U00537,visit,2026-04-21 15:55:33,1,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,mobile,social,landing_page,,2026-04-21
EVT0027438,S006415,U00537,search,2026-04-21 15:56:32,2,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,mobile,social,search_results,running shoes,2026-04-21
EVT0027439,S006415,U00537,view,2026-04-21 15:57:24,3,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,mobile,social,product_page,,2026-04-21
EVT0027440,S006415,U00537,view,2026-04-21 15:57:55,4,P015,Nike Dumbbells,Sports,Equipment,Nike,Hyderabad,mobile,social,product_page,,2026-04-21
EVT0027441,S006415,U00537,add_to_cart,2026-04-21 15:59:44,5,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,mobile,social,cart,,2026-04-21
EVT0027442,S006415,U00537,checkout_start,2026-04-21 16:00:06,6,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,mobile,social,checkout,,2026-04-21
EVT0027443,S006415,U00537,purchase,2026-04-21 16:01:39,7,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Hyderabad,mobile,social,confirmation,,2026-04-21
EVT0027433,S006414,U00850,visit,2026-04-21 16:01:51,1,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,Zara,Hyderabad,mobile,organic_search,landing_page,,2026-04-21
EVT0027434,S006414,U00850,search,2026-04-21 16:03:15,2,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,Zara,Hyderabad,mobile,organic_search,search_results,blue jeans,2026-04-21
EVT0027435,S006414,U00850,view,2026-04-21 16:04:33,3,P174,Zara Green Polyester T-Shirt,Clothing,T-Shirts,Zara,Hyderabad,mobile,organic_search,product_page,,2026-04-21
EVT0027436,S006414,U00850,view,2026-04-21 16:06:56,4,P166,H&M Black Cotton Jacket,Clothing,Jackets,H&M,Hyderabad,mobile,organic_search,product_page,,2026-04-21
EVT0027341,S006394,U00769,visit,2026-04-21 17:16:10,1,P058,Puma Running Shoes Size 8,Sports,Shoes,Puma,Chennai,desktop,social,landing_page,,2026-04-21
EVT0027342,S006394,U00769,search,2026-04-21 17:16:55,2,P058,Puma Running Shoes Size 8,Sports,Shoes,Puma,Chennai,desktop,social,search_results,yoga mat,2026-04-21
EVT0027343,S006394,U00769,view,2026-04-21 17:17:38,3,P058,Puma Running Shoes Size 8,Sports,Shoes,Puma,Chennai,desktop,social,product_page,,2026-04-21
EVT0027298,S006385,U00171,visit,2026-04-21 17:20:54,1,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,Kolkata,mobile,paid_ads,landing_page,,2026-04-21
EVT0027299,S006385,U00171,search,2026-04-21 17:22:09,2,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,Kolkata,mobile,paid_ads,search_results,yoga mat,2026-04-21
EVT0027300,S006385,U00171,view,2026-04-21 17:23:40,3,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,Kolkata,mobile,paid_ads,product_page,,2026-04-21
EVT0027416,S006411,U00025,visit,2026-04-21 17:40:13,1,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Chennai,desktop,social,landing_page,,2026-04-21
EVT0027417,S006411,U00025,search,2026-04-21 17:40:58,2,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Chennai,desktop,social,search_results,yoga mat,2026-04-21
EVT0027418,S006411,U00025,view,2026-04-21 17:42:33,3,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Chennai,desktop,social,product_page,,2026-04-21
EVT0027419,S006411,U00025,add_to_cart,2026-04-21 17:44:21,4,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Chennai,desktop,social,cart,,2026-04-21
EVT0027420,S006411,U00025,checkout_start,2026-04-21 17:45:19,5,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Chennai,desktop,social,checkout,,2026-04-21
EVT0027489,S006426,U00466,visit,2026-04-21 17:46:15,1,P079,Boat Charger,Electronics,Accessories,Boat,Kolkata,mobile,paid_ads,landing_page,,2026-04-21
EVT0027421,S006411,U00025,checkout_abandon,2026-04-21 17:46:43,6,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Chennai,desktop,social,checkout,,2026-04-21
EVT0027490,S006426,U00466,view,2026-04-21 17:47:53,2,P079,Boat Charger,Electronics,Accessories,Boat,Kolkata,mobile,paid_ads,product_page,,2026-04-21
EVT0027491,S006426,U00466,view,2026-04-21 17:49:46,3,P001,Samsung Charger,Electronics,Accessories,Samsung,Kolkata,mobile,paid_ads,product_page,,2026-04-21
EVT0027492,S006426,U00466,add_to_cart,2026-04-21 17:50:25,4,P079,Boat Charger,Electronics,Accessories,Boat,Kolkata,mobile,paid_ads,cart,,2026-04-21
EVT0027395,S006406,U00186,visit,2026-04-21 17:51:00,1,P002,Nike Yoga Mat,Sports,Equipment,Nike,Kolkata,desktop,organic_search,landing_page,,2026-04-21
EVT0027350,S006396,U00403,visit,2026-04-21 17:51:03,1,P039,Puma Track Pants,Sports,Activewear,Puma,Ahmedabad,mobile,paid_ads,landing_page,,2026-04-21
EVT0027493,S006426,U00466,checkout_start,2026-04-21 17:51:57,5,P079,Boat Charger,Electronics,Accessories,Boat,Kolkata,mobile,paid_ads,checkout,,2026-04-21
EVT0027351,S006396,U00403,view,2026-04-21 17:53:12,2,P039,Puma Track Pants,Sports,Activewear,Puma,Ahmedabad,mobile,paid_ads,product_page,,2026-04-21
EVT0027494,S006426,U00466,purchase,2026-04-21 17:53:18,6,P079,Boat Charger,Electronics,Accessories,Boat,Kolkata,mobile,paid_ads,confirmation,,2026-04-21
EVT0027396,S006406,U00186,view,2026-04-21 17:53:36,2,P002,Nike Yoga Mat,Sports,Equipment,Nike,Kolkata,desktop,organic_search,product_page,,2026-04-21
EVT0027397,S006406,U00186,view,2026-04-21 17:55:57,3,P068,Puma Sports T-Shirt,Sports,Activewear,Puma,Kolkata,desktop,organic_search,product_page,,2026-04-21
EVT0027379,S006403,U00529,visit,2026-04-21 18:03:44,1,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Delhi,mobile,paid_ads,landing_page,,2026-04-21
EVT0027380,S006403,U00529,search,2026-04-21 18:04:22,2,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Delhi,mobile,paid_ads,search_results,hair oil,2026-04-21
EVT0027320,S006390,U00154,visit,2026-04-21 18:05:14,1,P186,OnePlus 15 128GB Black,Electronics,Smartphone,OnePlus,Ahmedabad,mobile,organic_search,landing_page,,2026-04-21
EVT0027321,S006390,U00154,search,2026-04-21 18:06:24,2,P186,OnePlus 15 128GB Black,Electronics,Smartphone,OnePlus,Ahmedabad,mobile,organic_search,search_results,wireless earbuds,2026-04-21
EVT0027381,S006403,U00529,view,2026-04-21 18:06:47,3,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Delhi,mobile,paid_ads,product_page,,2026-04-21
EVT0027278,S006381,U00675,visit,2026-04-21 18:07:06,1,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Kolkata,desktop,paid_ads,landing_page,,2026-04-21
EVT0027322,S006390,U00154,view,2026-04-21 18:07:27,3,P186,OnePlus 15 128GB Black,Electronics,Smartphone,OnePlus,Ahmedabad,mobile,organic_search,product_page,,2026-04-21
EVT0027279,S006381,U00675,search,2026-04-21 18:07:34,2,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Kolkata,desktop,paid_ads,search_results,running shoes,2026-04-21
EVT0027280,S006381,U00675,view,2026-04-21 18:08:37,3,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Kolkata,desktop,paid_ads,product_page,,2026-04-21
EVT0027281,S006381,U00675,view,2026-04-21 18:09:05,4,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,Kolkata,desktop,paid_ads,product_page,,2026-04-21
EVT0027382,S006403,U00529,view,2026-04-21 18:09:15,4,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Delhi,mobile,paid_ads,product_page,,2026-04-21
EVT0027323,S006390,U00154,view,2026-04-21 18:09:48,4,P086,Boat Power Bank,Electronics,Accessories,Boat,Ahmedabad,mobile,organic_search,product_page,,2026-04-21
EVT0027383,S006403,U00529,add_to_cart,2026-04-21 18:10:19,5,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Delhi,mobile,paid_ads,cart,,2026-04-21
EVT0027384,S006403,U00529,checkout_start,2026-04-21 18:11:29,6,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Delhi,mobile,paid_ads,checkout,,2026-04-21
EVT0027282,S006381,U00675,add_to_cart,2026-04-21 18:11:39,5,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Kolkata,desktop,paid_ads,cart,,2026-04-21
EVT0027283,S006381,U00675,checkout_start,2026-04-21 18:12:23,6,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Kolkata,desktop,paid_ads,checkout,,2026-04-21
EVT0027385,S006403,U00529,checkout_abandon,2026-04-21 18:12:41,7,P017,Lakme Face Wash,Beauty,Skincare,Lakme,Delhi,mobile,paid_ads,checkout,,2026-04-21
EVT0027284,S006381,U00675,checkout_abandon,2026-04-21 18:12:55,7,P117,Nike Running Shoes Size 10,Sports,Shoes,Nike,Kolkata,desktop,paid_ads,checkout,,2026-04-21
EVT0027276,S006380,U00840,visit,2026-04-21 18:23:49,1,P122,Dell Book 32GB RAM 256GB SSD,Electronics,Laptop,Dell,Hyderabad,mobile,organic_search,landing_page,,2026-04-21
EVT0027277,S006380,U00840,view,2026-04-21 18:25:41,2,P122,Dell Book 32GB RAM 256GB SSD,Electronics,Laptop,Dell,Hyderabad,mobile,organic_search,product_page,,2026-04-21
EVT0027464,S006420,U00816,visit,2026-04-21 18:35:10,1,P076,Apple Macbook M1 16GB RAM 1TB SSD,Electronics,Laptop,Apple,Delhi,desktop,organic_search,landing_page,,2026-04-21
EVT0027465,S006420,U00816,view,2026-04-21 18:37:18,2,P076,Apple Macbook M1 16GB RAM 1TB SSD,Electronics,Laptop,Apple,Delhi,desktop,organic_search,product_page,,2026-04-21
EVT0027466,S006420,U00816,view,2026-04-21 18:38:31,3,P143,OnePlus G1 256GB Red,Electronics,Smartphone,OnePlus,Delhi,desktop,organic_search,product_page,,2026-04-21
EVT0027314,S006389,U00058,visit,2026-04-21 18:38:59,1,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Pune,desktop,social,landing_page,,2026-04-21
EVT0027315,S006389,U00058,search,2026-04-21 18:40:07,2,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Pune,desktop,social,search_results,running shoes,2026-04-21
EVT0027316,S006389,U00058,view,2026-04-21 18:41:55,3,P169,Nike Sneakers Size 10,Sports,Shoes,Nike,Pune,desktop,social,product_page,,2026-04-21
EVT0027296,S006384,U00539,visit,2026-04-21 18:43:29,1,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,Mumbai,mobile,email,landing_page,,2026-04-21
